,Date,year,month,month_label,Continent_name,Country_name,City,co,pm25,pm10,o3,so2,no2,aqi,aqi_Category,humidity,pressure,temperature,wind
146,2015-01-14,2015,1,Jan,Europe,France,Paris,16.3,90.0,53.0,28.1,4.1,83.6,90.0,Modere,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
147,2015-01-14,2015,1,Jan,Europe,United Kingdom,London,14.2,70.0,32.0,32.6,9.1,77.5,77.5,Modere,94.724,1013.6024,5.3191999999999995,7.948
148,2015-01-14,2015,1,Jan,Asia,India,Delhi,40.2,391.0,322.0,96.0,28.7,105.5,391.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
149,2015-01-14,2015,1,Jan,Europe,Italy,Milan,0.1,123.27388535031848,77.0,34.187654320987654,2.1,51.4,123.27388535031848,Malsain,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
150,2015-01-14,2015,1,Jan,Asia,Japan,Tokyo,25.6,153.0,63.0,28.1,32.2,92.4,153.0,Mauvais,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
151,2015-01-14,2015,1,Jan,North America,United States,Los Angeles,17.8,107.0,39.0,9.199999999999996,26.339322033898306,32.5,107.0,Malsain,69.2344,1021.2216,15.9,3.9488
152,2015-01-15,2015,1,Jan,South America,Brazil,São Paulo,11.8,172.0,136.0,121.85,6.1,56.3,172.0,Mauvais,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
153,2015-01-15,2015,1,Jan,South America,Chile,Santiago,49.8,160.0,89.0,77.0,11.2,31.6,160.0,Mauvais,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
154,2015-01-15,2015,1,Jan,Asia,China,Beijing,42.85000000000001,173.0,249.0,8.4,35.35,99.30000000000001,474.0,Dangereux,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
155,2015-01-15,2015,1,Jan,Europe,France,Paris,9.1,69.0,51.0,26.4,1.1,56.8,69.0,Modere,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
156,2015-01-15,2015,1,Jan,Europe,United Kingdom,London,14.8,81.0,33.0,37.1,9.1,90.1,90.1,Modere,94.724,1013.6024,5.3191999999999995,7.948
157,2015-01-15,2015,1,Jan,Asia,India,Delhi,88.0,329.0,322.0,40.1,88.6,109.4,329.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
158,2015-01-15,2015,1,Jan,Europe,Italy,Milan,0.1,154.0,61.0,9.4,2.1,37.1,154.0,Mauvais,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
159,2015-01-15,2015,1,Jan,Asia,Japan,Tokyo,15.6,168.0,75.0,25.6,10.0,79.4,168.0,Mauvais,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
160,2015-01-15,2015,1,Jan,North America,United States,Los Angeles,17.8,74.0,47.0,33.6,25.167796610169493,42.6,74.0,Modere,69.2344,1021.2216,15.9,3.9488
161,2015-01-16,2015,1,Jan,South America,Brazil,São Paulo,16.3,169.0,108.0,111.1,6.6,52.5,169.0,Mauvais,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
162,2015-01-16,2015,1,Jan,South America,Chile,Santiago,34.8,92.0,71.0,86.1,9.9,43.6,92.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
163,2015-01-16,2015,1,Jan,Asia,China,Beijing,42.85000000000001,173.0,249.0,33.8,25.9,64.3,429.0,Dangereux,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
164,2015-01-16,2015,1,Jan,Europe,France,Paris,10.9,97.0,69.0,18.7,1.1,77.7,97.0,Modere,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
165,2015-01-16,2015,1,Jan,Europe,United Kingdom,London,12.7,75.0,31.0,30.8,4.6,43.4,75.0,Modere,94.724,1013.6024,5.3191999999999995,7.948
166,2015-01-16,2015,1,Jan,Asia,India,Delhi,85.1,329.0,322.0,53.2,89.6,116.0,329.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
167,2015-01-16,2015,1,Jan,Europe,Italy,Milan,0.1,153.0,60.0,6.1,2.1,37.1,153.0,Mauvais,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
168,2015-01-16,2015,1,Jan,Asia,Japan,Tokyo,21.2,129.0,42.0,34.4,28.6,101.6,129.0,Malsain,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
169,2015-01-16,2015,1,Jan,North America,United States,Los Angeles,17.8,87.0,31.0,28.9,27.057454545454547,41.7,87.0,Modere,69.2344,1021.2216,15.9,3.9488
170,2015-01-17,2015,1,Jan,South America,Brazil,São Paulo,18.1,156.0,121.0,112.6,7.1,43.0,156.0,Mauvais,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
171,2015-01-17,2015,1,Jan,South America,Chile,Santiago,29.3,95.0,70.0,82.7,8.5,29.8,95.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
172,2015-01-17,2015,1,Jan,Asia,China,Beijing,36.2,248.0,140.0,28.5,35.35,71.3,248.0,Tres mauvais,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
173,2015-01-17,2015,1,Jan,Europe,France,Paris,10.9,140.0,69.0,19.9,2.6,57.3,140.0,Malsain,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
174,2015-01-17,2015,1,Jan,Europe,United Kingdom,London,17.49320754716981,59.0,52.0,17.3,3.4,46.2,59.0,Modere,94.724,1013.6024,5.3191999999999995,7.948
175,2015-01-17,2015,1,Jan,Asia,India,Delhi,82.3,329.0,322.0,70.8,86.3,116.1,329.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
176,2015-01-17,2015,1,Jan,Europe,Italy,Milan,0.1,78.0,30.0,12.2,2.1,43.5,78.0,Modere,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
177,2015-01-17,2015,1,Jan,Asia,Japan,Tokyo,18.9,132.0,44.0,34.4,11.5,55.5,132.0,Malsain,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
178,2015-01-17,2015,1,Jan,North America,United States,Los Angeles,21.15,114.0,54.0,35.2,22.32048611111112,41.7,114.0,Malsain,69.2344,1021.2216,15.9,3.9488
179,2015-01-18,2015,1,Jan,South America,Brazil,São Paulo,17.2,144.0,138.0,121.85,8.7,31.1,144.0,Malsain,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
180,2015-01-18,2015,1,Jan,South America,Chile,Santiago,29.3,93.0,65.0,45.3,7.1,13.2,93.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
181,2015-01-18,2015,1,Jan,Asia,China,Beijing,42.85000000000001,295.0,166.0,38.6,35.35,72.4,295.0,Tres mauvais,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
182,2015-01-18,2015,1,Jan,Europe,France,Paris,11.8,108.0,55.0,20.4,2.6,72.9,108.0,Malsain,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
183,2015-01-18,2015,1,Jan,Europe,United Kingdom,London,9.9,101.0,35.0,19.0,4.0,49.9,101.0,Malsain,94.724,1013.6024,5.3191999999999995,7.948
184,2015-01-18,2015,1,Jan,Asia,India,Delhi,68.9,329.0,322.0,76.8,90.2,114.3,329.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
185,2015-01-18,2015,1,Jan,Europe,Italy,Milan,0.1,87.0,32.0,12.2,2.1,40.7,87.0,Modere,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
186,2015-01-18,2015,1,Jan,Asia,Japan,Tokyo,25.65,107.0,51.0,36.8,5.8,50.1,146.7,Malsain,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
187,2015-01-18,2015,1,Jan,North America,United States,Los Angeles,18.9,132.0,56.0,34.4,23.18159722222222,50.1,132.0,Malsain,69.2344,1021.2216,15.9,3.9488
188,2015-01-19,2015,1,Jan,South America,Brazil,São Paulo,14.5,163.0,156.5,109.1,10.2,62.2,329.0,Dangereux,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
189,2015-01-19,2015,1,Jan,South America,Chile,Santiago,29.2,83.0,57.0,59.1,6.3,20.3,83.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
190,2015-01-19,2015,1,Jan,Asia,China,Beijing,42.85000000000001,196.0,139.0,32.1,35.35,65.9,196.0,Mauvais,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
191,2015-01-19,2015,1,Jan,Europe,France,Paris,11.8,152.0,68.0,15.9,6.6,98.1,152.0,Mauvais,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
192,2015-01-19,2015,1,Jan,Europe,United Kingdom,London,11.0,157.0,63.0,16.6,6.4,85.6,157.0,Mauvais,94.724,1013.6024,5.3191999999999995,7.948
193,2015-01-19,2015,1,Jan,Asia,India,Delhi,48.8,466.0,322.0,69.5,15.2,103.3,466.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
194,2015-01-19,2015,1,Jan,Europe,Italy,Milan,0.1,129.0,54.0,2.9,2.1,60.0,129.0,Malsain,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
195,2015-01-19,2015,1,Jan,Asia,Japan,Tokyo,23.4,129.0,55.0,33.6,20.0,85.9,129.0,Malsain,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
196,2015-01-19,2015,1,Jan,North America,United States,Los Angeles,18.9,150.0,81.5,28.1,26.575,65.3,160.0,Mauvais,69.2344,1021.2216,15.9,3.9488
197,2015-01-20,2015,1,Jan,South America,Brazil,São Paulo,24.4,156.0,156.5,121.85,10.7,72.4,209.0,Tres mauvais,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
198,2015-01-20,2015,1,Jan,South America,Chile,Santiago,37.7,77.0,47.0,77.5,7.0,20.7,77.5,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
199,2015-01-20,2015,1,Jan,Asia,China,Beijing,42.85000000000001,304.5,212.0,19.9,35.35,65.4,365.0,Dangereux,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
200,2015-01-20,2015,1,Jan,Europe,France,Paris,13.6,161.0,79.0,23.2,4.6,98.1,161.0,Mauvais,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
201,2015-01-20,2015,1,Jan,Europe,United Kingdom,London,11.7,153.0,66.0,20.6,10.6,81.9,153.0,Mauvais,94.724,1013.6024,5.3191999999999995,7.948
202,2015-01-20,2015,1,Jan,Asia,India,Delhi,28.1,371.0,322.0,71.9,67.7,95.6,371.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
203,2015-01-20,2015,1,Jan,Europe,Italy,Milan,0.1,129.0,55.0,10.6,1.6,44.4,129.0,Malsain,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
204,2015-01-20,2015,1,Jan,Asia,Japan,Tokyo,20.0,109.0,42.0,34.4,7.2,75.1,109.0,Malsain,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
205,2015-01-20,2015,1,Jan,North America,United States,Los Angeles,18.9,150.0,81.5,23.3,26.866898954703835,47.3,167.0,Mauvais,69.2344,1021.2216,15.9,3.9488
206,2015-01-21,2015,1,Jan,South America,Brazil,São Paulo,17.2,160.0,93.0,105.1,13.2,58.4,160.0,Mauvais,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
207,2015-01-21,2015,1,Jan,South America,Chile,Santiago,29.6,78.0,56.0,57.9,6.1,20.4,78.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
208,2015-01-21,2015,1,Jan,Asia,China,Beijing,42.85000000000001,304.5,172.0,34.6,35.35,51.4,322.0,Dangereux,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
209,2015-01-21,2015,1,Jan,Europe,France,Paris,12.7,129.0,64.0,15.9,3.1,63.8,129.0,Malsain,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
210,2015-01-21,2015,1,Jan,Europe,United Kingdom,London,13.6,108.0,51.0,26.3,8.3,89.4,108.0,Malsain,94.724,1013.6024,5.3191999999999995,7.948
211,2015-01-21,2015,1,Jan,Asia,India,Delhi,29.0,340.0,322.0,27.5,32.9,82.3,357.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
212,2015-01-21,2015,1,Jan,Europe,Italy,Milan,0.1,109.0,40.0,6.5,2.1,55.7,109.0,Malsain,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
213,2015-01-21,2015,1,Jan,Asia,Japan,Tokyo,12.3,162.0,60.0,24.8,4.3,72.9,162.0,Mauvais,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
214,2015-01-21,2015,1,Jan,North America,United States,Los Angeles,18.9,150.0,81.5,32.0,26.90304054054054,49.1,169.0,Mauvais,69.2344,1021.2216,15.9,3.9488
215,2015-01-22,2015,1,Jan,South America,Brazil,São Paulo,15.4,95.0,107.0,23.6,3.6,27.0,107.0,Malsain,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
216,2015-01-22,2015,1,Jan,South America,Chile,Santiago,29.5,76.0,61.0,75.6,7.4,28.8,76.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
217,2015-01-22,2015,1,Jan,Asia,China,Beijing,42.85000000000001,304.5,179.0,28.5,35.35,72.9,453.0,Dangereux,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
218,2015-01-22,2015,1,Jan,Europe,France,Paris,13.6,161.0,85.0,6.1,12.2,56.8,161.0,Mauvais,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
219,2015-01-22,2015,1,Jan,Europe,United Kingdom,London,10.9,136.0,64.0,11.050000000000002,6.1,87.1,136.0,Malsain,94.724,1013.6024,5.3191999999999995,7.948
220,2015-01-22,2015,1,Jan,Asia,India,Delhi,29.0,367.0,322.0,16.4,44.3,69.0,367.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
221,2015-01-22,2015,1,Jan,Europe,Italy,Milan,0.1,91.0,39.0,8.6,2.6,38.4,91.0,Modere,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
222,2015-01-22,2015,1,Jan,Asia,Japan,Tokyo,14.5,127.0,54.0,16.8,11.5,66.4,127.0,Malsain,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
223,2015-01-22,2015,1,Jan,North America,United States,Los Angeles,18.9,150.0,47.0,9.199999999999996,24.46993243243244,41.7,151.0,Mauvais,69.2344,1021.2216,15.9,3.9488
224,2015-01-23,2015,1,Jan,South America,Brazil,São Paulo,13.6,117.0,123.0,59.7,3.1,22.0,123.0,Malsain,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
225,2015-01-23,2015,1,Jan,South America,Chile,Santiago,29.6,79.0,70.0,70.3,9.6,32.3,79.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
226,2015-01-23,2015,1,Jan,Asia,China,Beijing,42.85000000000001,173.0,249.0,15.1,35.35,99.30000000000001,373.0,Dangereux,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
227,2015-01-23,2015,1,Jan,Europe,France,Paris,13.6,160.0,100.0,9.0,17.3,65.9,160.0,Mauvais,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
228,2015-01-23,2015,1,Jan,Europe,United Kingdom,London,18.35,160.0,70.0,14.8,15.1,93.3,160.0,Mauvais,94.724,1013.6024,5.3191999999999995,7.948
229,2015-01-23,2015,1,Jan,Asia,India,Delhi,29.4,222.0,322.0,71.1,20.4,67.6,222.0,Tres mauvais,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
230,2015-01-23,2015,1,Jan,Europe,Italy,Milan,0.1,114.0,47.0,7.0,2.6,57.3,114.0,Malsain,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
231,2015-01-23,2015,1,Jan,Asia,Japan,Tokyo,18.9,87.0,34.0,34.4,12.9,75.1,87.0,Modere,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
232,2015-01-23,2015,1,Jan,North America,United States,Los Angeles,16.7,95.0,52.0,19.2,25.67525773195876,46.3,95.0,Modere,69.2344,1021.2216,15.9,3.9488
233,2015-01-24,2015,1,Jan,South America,Brazil,São Paulo,11.8,151.0,78.0,54.5,5.6,35.7,151.0,Mauvais,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
234,2015-01-24,2015,1,Jan,South America,Chile,Santiago,30.0,73.0,68.0,66.7,8.7,34.1,73.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
235,2015-01-24,2015,1,Jan,Asia,China,Beijing,42.85000000000001,304.5,249.0,26.0,35.35,99.30000000000001,459.0,Dangereux,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
236,2015-01-24,2015,1,Jan,Europe,France,Paris,10.0,147.0,62.0,24.4,2.6,92.2,147.0,Malsain,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
237,2015-01-24,2015,1,Jan,Europe,United Kingdom,London,12.6,92.0,45.0,29.6,5.3,49.0,92.0,Modere,94.724,1013.6024,5.3191999999999995,7.948
238,2015-01-24,2015,1,Jan,Asia,India,Delhi,38.0,215.0,322.0,27.2,11.6,74.5,394.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
239,2015-01-24,2015,1,Jan,Europe,Italy,Milan,0.1,147.0,56.0,7.0,3.1,61.1,147.0,Malsain,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
240,2015-01-24,2015,1,Jan,Asia,Japan,Tokyo,24.5,124.0,40.0,31.2,18.6,101.4,124.0,Malsain,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
241,2015-01-24,2015,1,Jan,North America,United States,Los Angeles,18.9,99.0,50.0,9.199999999999996,24.14305555555556,40.8,99.0,Modere,69.2344,1021.2216,15.9,3.9488
242,2015-01-25,2015,1,Jan,South America,Brazil,São Paulo,12.7,142.0,127.0,59.1,13.7,38.4,142.0,Malsain,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
243,2015-01-25,2015,1,Jan,South America,Chile,Santiago,30.3,69.0,58.0,68.7,7.5,20.9,69.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
244,2015-01-25,2015,1,Jan,Asia,China,Beijing,35.3,304.5,163.0,22.8,35.35,46.2,322.0,Dangereux,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
245,2015-01-25,2015,1,Jan,Europe,France,Paris,11.8,155.0,87.0,19.5,3.1,78.8,155.0,Mauvais,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
246,2015-01-25,2015,1,Jan,Europe,United Kingdom,London,14.2,83.0,56.0,21.0,7.6,61.4,83.0,Modere,94.724,1013.6024,5.3191999999999995,7.948
247,2015-01-25,2015,1,Jan,Asia,India,Delhi,25.7,302.0,322.0,56.9,17.3,76.3,499.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
248,2015-01-25,2015,1,Jan,Europe,Italy,Milan,0.1,55.0,16.0,24.8,2.6,41.6,55.0,Modere,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
249,2015-01-25,2015,1,Jan,Asia,Japan,Tokyo,20.0,151.0,50.0,37.6,32.2,97.9,151.0,Mauvais,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
250,2015-01-25,2015,1,Jan,North America,United States,Los Angeles,17.8,74.0,44.0,9.199999999999996,22.80104529616725,40.8,74.0,Modere,69.2344,1021.2216,15.9,3.9488
251,2015-01-26,2015,1,Jan,South America,Brazil,São Paulo,19.9,129.0,80.0,67.5,2.6,47.1,129.0,Malsain,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
252,2015-01-26,2015,1,Jan,South America,Chile,Santiago,29.3,59.0,52.0,46.1,18.0,19.2,59.0,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
253,2015-01-26,2015,1,Jan,Asia,China,Beijing,42.85000000000001,304.5,249.0,32.9,35.35,71.3,413.0,Dangereux,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
254,2015-01-26,2015,1,Jan,Europe,France,Paris,10.9,128.0,53.0,24.0,2.1,75.6,128.0,Malsain,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
255,2015-01-26,2015,1,Jan,Europe,United Kingdom,London,13.4,58.0,53.0,26.3,8.0,59.1,59.1,Modere,94.724,1013.6024,5.3191999999999995,7.948
256,2015-01-26,2015,1,Jan,Asia,India,Delhi,21.7,321.0,322.0,42.3,27.7,67.4,321.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
257,2015-01-26,2015,1,Jan,Europe,Italy,Milan,0.1,74.0,28.0,19.5,2.1,52.0,74.0,Modere,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
258,2015-01-26,2015,1,Jan,Asia,Japan,Tokyo,18.9,154.0,58.0,32.8,27.2,97.9,154.0,Mauvais,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
259,2015-01-26,2015,1,Jan,North America,United States,Los Angeles,15.6,74.0,49.0,23.3,25.339726027397266,40.8,74.0,Modere,69.2344,1021.2216,15.9,3.9488
260,2015-01-27,2015,1,Jan,South America,Brazil,São Paulo,15.4,151.0,83.0,53.9,3.1,55.2,151.0,Mauvais,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
261,2015-01-27,2015,1,Jan,South America,Chile,Santiago,33.9,60.0,58.0,70.3,10.1,26.4,70.3,Modere,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
262,2015-01-27,2015,1,Jan,Asia,China,Beijing,25.3,233.0,85.0,31.3,35.35,54.7,233.0,Tres mauvais,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
263,2015-01-27,2015,1,Jan,Europe,France,Paris,17.2,167.0,85.0,18.7,4.6,96.5,167.0,Mauvais,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
264,2015-01-27,2015,1,Jan,Europe,United Kingdom,London,18.35,150.0,56.0,15.3,8.3,69.1,150.0,Malsain,94.724,1013.6024,5.3191999999999995,7.948
265,2015-01-27,2015,1,Jan,Asia,India,Delhi,23.9,283.0,322.0,46.6,88.5,73.0,364.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
266,2015-01-27,2015,1,Jan,Europe,Italy,Milan,0.1,152.0,61.0,5.7,2.1,73.0,152.0,Mauvais,96.6951340687865,1020.0864778715121,9.11108630759247,4.8768
267,2015-01-27,2015,1,Jan,Asia,Japan,Tokyo,14.5,157.0,59.0,34.4,24.3,70.7,157.0,Mauvais,83.22258064516129,1021.9588709677419,14.86209677419355,14.959677419354838
268,2015-01-27,2015,1,Jan,North America,United States,Los Angeles,21.15,97.0,34.0,30.4,19.91373801916933,30.6,97.0,Modere,69.2344,1021.2216,15.9,3.9488
269,2015-01-28,2015,1,Jan,South America,Brazil,São Paulo,21.7,149.0,80.0,64.3,5.1,60.0,149.0,Malsain,96.0031746031746,1020.1357142857144,30.397619047619045,8.268253968253967
270,2015-01-28,2015,1,Jan,South America,Chile,Santiago,49.4,66.0,58.0,71.4,10.7,125.55,142.9,Malsain,72.44193548387096,1015.3177419354838,30.118548387096773,8.588709677419354
271,2015-01-28,2015,1,Jan,Asia,China,Beijing,39.8,198.0,123.0,31.7,35.35,51.4,198.0,Mauvais,65.64354838709677,1031.241935483871,3.5338709677419353,5.42016129032258
272,2015-01-28,2015,1,Jan,Europe,France,Paris,10.0,96.0,53.0,26.9,1.6,61.6,96.0,Modere,95.80714285714286,1023.4833333333332,13.315079365079365,10.544444444444444
273,2015-01-28,2015,1,Jan,Europe,United Kingdom,London,14.2,54.0,61.0,28.3,8.3,78.1,78.1,Modere,94.724,1013.6024,5.3191999999999995,7.948
274,2015-01-28,2015,1,Jan,Asia,India,Delhi,59.5,301.0,322.0,43.8,83.3,79.9,322.0,Dangereux,101.5484126984127,1048.4214285714286,32.272222222222226,15.482539682539683
